Solver, Instance, Result
Gurobi(comp 32 thread), normalized-jnh210.opb, 88.0
Gurobi(heur 32 thread), normalized-jnh210.opb, 88.0
ParLS-PBO, normalized-jnh210.opb, 88.0
V1, normalized-jnh210.opb, 88.0
V2, normalized-jnh210.opb, 88.0
ParLS-PBO(4 thread), normalized-jnh210.opb, 88.0
ParLS-PBO(8 thread), normalized-jnh210.opb, 88.0
ParLS-PBO(16 thread), normalized-jnh210.opb, 88.0
LS-PBO, normalized-jnh212.opb, 97.0
DeciLS-PBO, normalized-jnh212.opb, 97.0
PBO-IHS, normalized-jnh212.opb, 97.0
Hybrid, normalized-jnh212.opb, 97.0
SCIP, normalized-jnh212.opb, 97.0
Gurobi(comp 1 thread), normalized-jnh212.opb, 97.0
Gurobi(heur 1 thread), normalized-jnh212.opb, 97.0
LS-PBO-dynamic, normalized-jnh212.opb, 97.0
FiberSCIP, normalized-jnh212.opb, 97.0
Gurobi(comp 32 thread), normalized-jnh212.opb, 97.0
Gurobi(heur 32 thread), normalized-jnh212.opb, 97.0
ParLS-PBO, normalized-jnh212.opb, 97.0
V1, normalized-jnh212.opb, 97.0
V2, normalized-jnh212.opb, 97.0
ParLS-PBO(4 thread), normalized-jnh212.opb, 97.0
ParLS-PBO(8 thread), normalized-jnh212.opb, 97.0
ParLS-PBO(16 thread), normalized-jnh212.opb, 97.0
LS-PBO, normalized-jnh213.opb, 92.0
DeciLS-PBO, normalized-jnh213.opb, 92.0
PBO-IHS, normalized-jnh213.opb, 92.0
Hybrid, normalized-jnh213.opb, 92.0
SCIP, normalized-jnh213.opb, 92.0
Gurobi(comp 1 thread), normalized-jnh213.opb, 92.0
Gurobi(heur 1 thread), normalized-jnh213.opb, 92.0
LS-PBO-dynamic, normalized-jnh213.opb, 92.0
FiberSCIP, normalized-jnh213.opb, 92.0
Gurobi(comp 32 thread), normalized-jnh213.opb, 92.0
Gurobi(heur 32 thread), normalized-jnh213.opb, 92.0
ParLS-PBO, normalized-jnh213.opb, 92.0
V1, normalized-jnh213.opb, 92.0
V2, normalized-jnh213.opb, 92.0
ParLS-PBO(4 thread), normalized-jnh213.opb, 92.0
ParLS-PBO(8 thread), normalized-jnh213.opb, 92.0
ParLS-PBO(16 thread), normalized-jnh213.opb, 92.0
LS-PBO, normalized-jnh217.opb, 89.0
DeciLS-PBO, normalized-jnh217.opb, 89.0
PBO-IHS, normalized-jnh217.opb, 89.0
Hybrid, normalized-jnh217.opb, 89.0
SCIP, normalized-jnh217.opb, 89.0
Gurobi(comp 1 thread), normalized-jnh217.opb, 89.0
Gurobi(heur 1 thread), normalized-jnh217.opb, 89.0
LS-PBO-dynamic, normalized-jnh217.opb, 89.0
FiberSCIP, normalized-jnh217.opb, 89.0
Gurobi(comp 32 thread), normalized-jnh217.opb, 89.0
Gurobi(heur 32 thread), normalized-jnh217.opb, 89.0
ParLS-PBO, normalized-jnh217.opb, 89.0
V1, normalized-jnh217.opb, 89.0
V2, normalized-jnh217.opb, 89.0
ParLS-PBO(4 thread), normalized-jnh217.opb, 89.0
ParLS-PBO(8 thread), normalized-jnh217.opb, 89.0
ParLS-PBO(16 thread), normalized-jnh217.opb, 89.0
LS-PBO, normalized-jnh218.opb, 90.0
DeciLS-PBO, normalized-jnh218.opb, 90.0
PBO-IHS, normalized-jnh218.opb, 90.0
Hybrid, normalized-jnh218.opb, 90.0
SCIP, normalized-jnh218.opb, 90.0
Gurobi(comp 1 thread), normalized-jnh218.opb, 90.0
Gurobi(heur 1 thread), normalized-jnh218.opb, 90.0
LS-PBO-dynamic, normalized-jnh218.opb, 90.0
FiberSCIP, normalized-jnh218.opb, 90.0
Gurobi(comp 32 thread), normalized-jnh218.opb, 90.0
Gurobi(heur 32 thread), normalized-jnh218.opb, 90.0
ParLS-PBO, normalized-jnh218.opb, 90.0
V1, normalized-jnh218.opb, 90.0
V2, normalized-jnh218.opb, 90.0
ParLS-PBO(4 thread), normalized-jnh218.opb, 90.0
ParLS-PBO(8 thread), normalized-jnh218.opb, 90.0
ParLS-PBO(16 thread), normalized-jnh218.opb, 90.0
LS-PBO, normalized-jnh220.opb, 94.0
DeciLS-PBO, normalized-jnh220.opb, 94.0
PBO-IHS, normalized-jnh220.opb, 94.0
Hybrid, normalized-jnh220.opb, 94.0
SCIP, normalized-jnh220.opb, 94.0
Gurobi(comp 1 thread), normalized-jnh220.opb, 94.0
Gurobi(heur 1 thread), normalized-jnh220.opb, 94.0
LS-PBO-dynamic, normalized-jnh220.opb, 94.0
FiberSCIP, normalized-jnh220.opb, 94.0
Gurobi(comp 32 thread), normalized-jnh220.opb, 94.0
Gurobi(heur 32 thread), normalized-jnh220.opb, 94.0
ParLS-PBO, normalized-jnh220.opb, 94.0
V1, normalized-jnh220.opb, 94.0
V2, normalized-jnh220.opb, 94.0
ParLS-PBO(4 thread), normalized-jnh220.opb, 94.0
ParLS-PBO(8 thread), normalized-jnh220.opb, 94.0
ParLS-PBO(16 thread), normalized-jnh220.opb, 94.0
LS-PBO, normalized-jnh301.opb, 95.0
DeciLS-PBO, normalized-jnh301.opb, 95.0
PBO-IHS, normalized-jnh301.opb, 95.0
Hybrid, normalized-jnh301.opb, 95.0
SCIP, normalized-jnh301.opb, 95.0
Gurobi(comp 1 thread), normalized-jnh301.opb, 95.0
Gurobi(heur 1 thread), normalized-jnh301.opb, 95.0
LS-PBO-dynamic, normalized-jnh301.opb, 95.0
FiberSCIP, normalized-jnh301.opb, 95.0
Gurobi(comp 32 thread), normalized-jnh301.opb, 95.0
Gurobi(heur 32 thread), normalized-jnh301.opb, 95.0
ParLS-PBO, normalized-jnh301.opb, 95.0
V1, normalized-jnh301.opb, 95.0
V2, normalized-jnh301.opb, 95.0
ParLS-PBO(4 thread), normalized-jnh301.opb, 95.0
ParLS-PBO(8 thread), normalized-jnh301.opb, 95.0
ParLS-PBO(16 thread), normalized-jnh301.opb, 95.0
LS-PBO, normalized-jnh7.opb, 89.0
DeciLS-PBO, normalized-jnh7.opb, 89.0
PBO-IHS, normalized-jnh7.opb, 89.0
Hybrid, normalized-jnh7.opb, 89.0
SCIP, normalized-jnh7.opb, 89.0
Gurobi(comp 1 thread), normalized-jnh7.opb, 89.0
Gurobi(heur 1 thread), normalized-jnh7.opb, 89.0
LS-PBO-dynamic, normalized-jnh7.opb, 89.0
FiberSCIP, normalized-jnh7.opb, 89.0
Gurobi(comp 32 thread), normalized-jnh7.opb, 89.0
Gurobi(heur 32 thread), normalized-jnh7.opb, 89.0
ParLS-PBO, normalized-jnh7.opb, 89.0
V1, normalized-jnh7.opb, 89.0
V2, normalized-jnh7.opb, 89.0
ParLS-PBO(4 thread), normalized-jnh7.opb, 89.0
ParLS-PBO(8 thread), normalized-jnh7.opb, 89.0
ParLS-PBO(16 thread), normalized-jnh7.opb, 89.0
LS-PBO, normalized-jul4.5.opb, N/A
DeciLS-PBO, normalized-jul4.5.opb, N/A
PBO-IHS, normalized-jul4.5.opb, N/A
Hybrid, normalized-jul4.5.opb, N/A
SCIP, normalized-jul4.5.opb, N/A
Gurobi(comp 1 thread), normalized-jul4.5.opb, N/A
Gurobi(heur 1 thread), normalized-jul4.5.opb, N/A
LS-PBO-dynamic, normalized-jul4.5.opb, N/A
FiberSCIP, normalized-jul4.5.opb, N/A
Gurobi(comp 32 thread), normalized-jul4.5.opb, N/A
Gurobi(heur 32 thread), normalized-jul4.5.opb, N/A
ParLS-PBO, normalized-jul4.5.opb, N/A
V1, normalized-jul4.5.opb, N/A
V2, normalized-jul4.5.opb, N/A
ParLS-PBO(4 thread), normalized-jul4.5.opb, N/A
ParLS-PBO(8 thread), normalized-jul4.5.opb, N/A
ParLS-PBO(16 thread), normalized-jul4.5.opb, N/A
LS-PBO, normalized-jul5.5.opb, 1890.0
DeciLS-PBO, normalized-jul5.5.opb, 1890.0
PBO-IHS, normalized-jul5.5.opb, 1890.0
Hybrid, normalized-jul5.5.opb, 1890.0
SCIP, normalized-jul5.5.opb, N/A
Gurobi(comp 1 thread), normalized-jul5.5.opb, 1890.0
Gurobi(heur 1 thread), normalized-jul5.5.opb, 1890.0
LS-PBO-dynamic, normalized-jul5.5.opb, 1890.0
FiberSCIP, normalized-jul5.5.opb, N/A
Gurobi(comp 32 thread), normalized-jul5.5.opb, 1890.0
Gurobi(heur 32 thread), normalized-jul5.5.opb, 1890.0
ParLS-PBO, normalized-jul5.5.opb, 1890.0
V1, normalized-jul5.5.opb, 1890.0
V2, normalized-jul5.5.opb, 1890.0
ParLS-PBO(4 thread), normalized-jul5.5.opb, 1890.0
ParLS-PBO(8 thread), normalized-jul5.5.opb, 1890.0
ParLS-PBO(16 thread), normalized-jul5.5.opb, 1890.0
LS-PBO, normalized-jul6.5.opb, 790.0
DeciLS-PBO, normalized-jul6.5.opb, 790.0
PBO-IHS, normalized-jul6.5.opb, 790.0
Hybrid, normalized-jul6.5.opb, 790.0
SCIP, normalized-jul6.5.opb, N/A
Gurobi(comp 1 thread), normalized-jul6.5.opb, 790.0
Gurobi(heur 1 thread), normalized-jul6.5.opb, 790.0
LS-PBO-dynamic, normalized-jul6.5.opb, 790.0
FiberSCIP, normalized-jul6.5.opb, 790.0
Gurobi(comp 32 thread), normalized-jul6.5.opb, 790.0
Gurobi(heur 32 thread), normalized-jul6.5.opb, 790.0
ParLS-PBO, normalized-jul6.5.opb, 790.0
V1, normalized-jul6.5.opb, 790.0
V2, normalized-jul6.5.opb, 790.0
ParLS-PBO(4 thread), normalized-jul6.5.opb, 790.0
ParLS-PBO(8 thread), normalized-jul6.5.opb, 790.0
ParLS-PBO(16 thread), normalized-jul6.5.opb, 790.0
LS-PBO, normalized-jun5.5.opb, 1450.0
DeciLS-PBO, normalized-jun5.5.opb, 1450.0
PBO-IHS, normalized-jun5.5.opb, 1450.0
Hybrid, normalized-jun5.5.opb, 1450.0
SCIP, normalized-jun5.5.opb, N/A
Gurobi(comp 1 thread), normalized-jun5.5.opb, 1450.0
Gurobi(heur 1 thread), normalized-jun5.5.opb, 1450.0
LS-PBO-dynamic, normalized-jun5.5.opb, 1450.0
FiberSCIP, normalized-jun5.5.opb, N/A
Gurobi(comp 32 thread), normalized-jun5.5.opb, 1450.0
Gurobi(heur 32 thread), normalized-jun5.5.opb, 1450.0
ParLS-PBO, normalized-jun5.5.opb, 1450.0
V1, normalized-jun5.5.opb, 1450.0
V2, normalized-jun5.5.opb, 1450.0
ParLS-PBO(4 thread), normalized-jun5.5.opb, 1450.0
ParLS-PBO(8 thread), normalized-jun5.5.opb, 1450.0
ParLS-PBO(16 thread), normalized-jun5.5.opb, 1450.0
LS-PBO, normalized-jun6.5.opb, 670.0
DeciLS-PBO, normalized-jun6.5.opb, 670.0
PBO-IHS, normalized-jun6.5.opb, 670.0
Hybrid, normalized-jun6.5.opb, 670.0
SCIP, normalized-jun6.5.opb, N/A
Gurobi(comp 1 thread), normalized-jun6.5.opb, 670.0
Gurobi(heur 1 thread), normalized-jun6.5.opb, 670.0
LS-PBO-dynamic, normalized-jun6.5.opb, 670.0
FiberSCIP, normalized-jun6.5.opb, N/A
Gurobi(comp 32 thread), normalized-jun6.5.opb, 670.0
Gurobi(heur 32 thread), normalized-jun6.5.opb, 670.0
ParLS-PBO, normalized-jun6.5.opb, 670.0
V1, normalized-jun6.5.opb, 670.0
V2, normalized-jun6.5.opb, 670.0
ParLS-PBO(4 thread), normalized-jun6.5.opb, 670.0
ParLS-PBO(8 thread), normalized-jun6.5.opb, 670.0
ParLS-PBO(16 thread), normalized-jun6.5.opb, 670.0
LS-PBO, normalized-lin.rom.r.opb, 120.0
DeciLS-PBO, normalized-lin.rom.r.opb, 120.0
PBO-IHS, normalized-lin.rom.r.opb, 120.0
Hybrid, normalized-lin.rom.r.opb, 120.0
SCIP, normalized-lin.rom.r.opb, 120.0
Gurobi(comp 1 thread), normalized-lin.rom.r.opb, 120.0
Gurobi(heur 1 thread), normalized-lin.rom.r.opb, 120.0
LS-PBO-dynamic, normalized-lin.rom.r.opb, 120.0
FiberSCIP, normalized-lin.rom.r.opb, 120.0
Gurobi(comp 32 thread), normalized-lin.rom.r.opb, 120.0
Gurobi(heur 32 thread), normalized-lin.rom.r.opb, 120.0
ParLS-PBO, normalized-lin.rom.r.opb, 120.0
V1, normalized-lin.rom.r.opb, 120.0
V2, normalized-lin.rom.r.opb, 120.0
ParLS-PBO(4 thread), normalized-lin.rom.r.opb, 120.0
ParLS-PBO(8 thread), normalized-lin.rom.r.opb, 120.0
ParLS-PBO(16 thread), normalized-lin.rom.r.opb, 120.0
LS-PBO, normalized-lo_10x10_000.opb.metafix.opb, 45.0
DeciLS-PBO, normalized-lo_10x10_000.opb.metafix.opb, 45.0
PBO-IHS, normalized-lo_10x10_000.opb.metafix.opb, 45.0
Hybrid, normalized-lo_10x10_000.opb.metafix.opb, 45.0
SCIP, normalized-lo_10x10_000.opb.metafix.opb, 45.0
Gurobi(comp 1 thread), normalized-lo_10x10_000.opb.metafix.opb, 45.0
Gurobi(heur 1 thread), normalized-lo_10x10_000.opb.metafix.opb, 45.0
LS-PBO-dynamic, normalized-lo_10x10_000.opb.metafix.opb, 45.0
FiberSCIP, normalized-lo_10x10_000.opb.metafix.opb, 45.0
Gurobi(comp 32 thread), normalized-lo_10x10_000.opb.metafix.opb, 45.0
Gurobi(heur 32 thread), normalized-lo_10x10_000.opb.metafix.opb, 45.0
ParLS-PBO, normalized-lo_10x10_000.opb.metafix.opb, 45.0
V1, normalized-lo_10x10_000.opb.metafix.opb, 45.0
V2, normalized-lo_10x10_000.opb.metafix.opb, 45.0
ParLS-PBO(4 thread), normalized-lo_10x10_000.opb.metafix.opb, 45.0
ParLS-PBO(8 thread), normalized-lo_10x10_000.opb.metafix.opb, 45.0
ParLS-PBO(16 thread), normalized-lo_10x10_000.opb.metafix.opb, 45.0
LS-PBO, normalized-lo_10x10_001.opb.metafix.opb, 52.0
DeciLS-PBO, normalized-lo_10x10_001.opb.metafix.opb, 52.0
PBO-IHS, normalized-lo_10x10_001.opb.metafix.opb, 52.0
Hybrid, normalized-lo_10x10_001.opb.metafix.opb, 52.0
SCIP, normalized-lo_10x10_001.opb.metafix.opb, 52.0
Gurobi(comp 1 thread), normalized-lo_10x10_001.opb.metafix.opb, 52.0
Gurobi(heur 1 thread), normalized-lo_10x10_001.opb.metafix.opb, 52.0
LS-PBO-dynamic, normalized-lo_10x10_001.opb.metafix.opb, 52.0
FiberSCIP, normalized-lo_10x10_001.opb.metafix.opb, 52.0
Gurobi(comp 32 thread), normalized-lo_10x10_001.opb.metafix.opb, 52.0
Gurobi(heur 32 thread), normalized-lo_10x10_001.opb.metafix.opb, 52.0
ParLS-PBO, normalized-lo_10x10_001.opb.metafix.opb, 52.0
V1, normalized-lo_10x10_001.opb.metafix.opb, 52.0
V2, normalized-lo_10x10_001.opb.metafix.opb, 52.0
ParLS-PBO(4 thread), normalized-lo_10x10_001.opb.metafix.opb, 52.0
ParLS-PBO(8 thread), normalized-lo_10x10_001.opb.metafix.opb, 52.0
ParLS-PBO(16 thread), normalized-lo_10x10_001.opb.metafix.opb, 52.0
LS-PBO, normalized-lo_10x10_002.opb.metafix.opb, 42.0
DeciLS-PBO, normalized-lo_10x10_002.opb.metafix.opb, 42.0
PBO-IHS, normalized-lo_10x10_002.opb.metafix.opb, 42.0
Hybrid, normalized-lo_10x10_002.opb.metafix.opb, 42.0
SCIP, normalized-lo_10x10_002.opb.metafix.opb, 42.0
Gurobi(comp 1 thread), normalized-lo_10x10_002.opb.metafix.opb, 42.0
Gurobi(heur 1 thread), normalized-lo_10x10_002.opb.metafix.opb, 42.0
LS-PBO-dynamic, normalized-lo_10x10_002.opb.metafix.opb, 42.0
FiberSCIP, normalized-lo_10x10_002.opb.metafix.opb, 42.0
Gurobi(comp 32 thread), normalized-lo_10x10_002.opb.metafix.opb, 42.0
Gurobi(heur 32 thread), normalized-lo_10x10_002.opb.metafix.opb, 42.0
ParLS-PBO, normalized-lo_10x10_002.opb.metafix.opb, 42.0
V1, normalized-lo_10x10_002.opb.metafix.opb, 42.0
V2, normalized-lo_10x10_002.opb.metafix.opb, 42.0
ParLS-PBO(4 thread), normalized-lo_10x10_002.opb.metafix.opb, 42.0
ParLS-PBO(8 thread), normalized-lo_10x10_002.opb.metafix.opb, 42.0
ParLS-PBO(16 thread), normalized-lo_10x10_002.opb.metafix.opb, 42.0
LS-PBO, normalized-lo_10x10_003.opb.metafix.opb, 50.0
DeciLS-PBO, normalized-lo_10x10_003.opb.metafix.opb, 50.0
PBO-IHS, normalized-lo_10x10_003.opb.metafix.opb, 50.0
Hybrid, normalized-lo_10x10_003.opb.metafix.opb, 50.0
SCIP, normalized-lo_10x10_003.opb.metafix.opb, 50.0
Gurobi(comp 1 thread), normalized-lo_10x10_003.opb.metafix.opb, 50.0
Gurobi(heur 1 thread), normalized-lo_10x10_003.opb.metafix.opb, 50.0
LS-PBO-dynamic, normalized-lo_10x10_003.opb.metafix.opb, 50.0
FiberSCIP, normalized-lo_10x10_003.opb.metafix.opb, 50.0
Gurobi(comp 32 thread), normalized-lo_10x10_003.opb.metafix.opb, 50.0
Gurobi(heur 32 thread), normalized-lo_10x10_003.opb.metafix.opb, 50.0
ParLS-PBO, normalized-lo_10x10_003.opb.metafix.opb, 50.0
V1, normalized-lo_10x10_003.opb.metafix.opb, 50.0
V2, normalized-lo_10x10_003.opb.metafix.opb, 50.0
ParLS-PBO(4 thread), normalized-lo_10x10_003.opb.metafix.opb, 50.0
ParLS-PBO(8 thread), normalized-lo_10x10_003.opb.metafix.opb, 50.0
ParLS-PBO(16 thread), normalized-lo_10x10_003.opb.metafix.opb, 50.0
LS-PBO, normalized-lo_10x10_004.opb.metafix.opb, 51.0
DeciLS-PBO, normalized-lo_10x10_004.opb.metafix.opb, 51.0
PBO-IHS, normalized-lo_10x10_004.opb.metafix.opb, 51.0
Hybrid, normalized-lo_10x10_004.opb.metafix.opb, 51.0
SCIP, normalized-lo_10x10_004.opb.metafix.opb, 51.0
Gurobi(comp 1 thread), normalized-lo_10x10_004.opb.metafix.opb, 51.0
Gurobi(heur 1 thread), normalized-lo_10x10_004.opb.metafix.opb, 51.0
LS-PBO-dynamic, normalized-lo_10x10_004.opb.metafix.opb, 51.0
FiberSCIP, normalized-lo_10x10_004.opb.metafix.opb, 51.0
Gurobi(comp 32 thread), normalized-lo_10x10_004.opb.metafix.opb, 51.0
Gurobi(heur 32 thread), normalized-lo_10x10_004.opb.metafix.opb, 51.0
ParLS-PBO, normalized-lo_10x10_004.opb.metafix.opb, 51.0
V1, normalized-lo_10x10_004.opb.metafix.opb, 51.0
V2, normalized-lo_10x10_004.opb.metafix.opb, 51.0
ParLS-PBO(4 thread), normalized-lo_10x10_004.opb.metafix.opb, 51.0
ParLS-PBO(8 thread), normalized-lo_10x10_004.opb.metafix.opb, 51.0
ParLS-PBO(16 thread), normalized-lo_10x10_004.opb.metafix.opb, 51.0
LS-PBO, normalized-lo_10x10_005.opb.metafix.opb, 48.0
DeciLS-PBO, normalized-lo_10x10_005.opb.metafix.opb, 48.0
PBO-IHS, normalized-lo_10x10_005.opb.metafix.opb, 48.0
Hybrid, normalized-lo_10x10_005.opb.metafix.opb, 48.0
SCIP, normalized-lo_10x10_005.opb.metafix.opb, 48.0
Gurobi(comp 1 thread), normalized-lo_10x10_005.opb.metafix.opb, 48.0
Gurobi(heur 1 thread), normalized-lo_10x10_005.opb.metafix.opb, 48.0
LS-PBO-dynamic, normalized-lo_10x10_005.opb.metafix.opb, 48.0
FiberSCIP, normalized-lo_10x10_005.opb.metafix.opb, 48.0
Gurobi(comp 32 thread), normalized-lo_10x10_005.opb.metafix.opb, 48.0
Gurobi(heur 32 thread), normalized-lo_10x10_005.opb.metafix.opb, 48.0
ParLS-PBO, normalized-lo_10x10_005.opb.metafix.opb, 48.0
V1, normalized-lo_10x10_005.opb.metafix.opb, 48.0
V2, normalized-lo_10x10_005.opb.metafix.opb, 48.0
ParLS-PBO(4 thread), normalized-lo_10x10_005.opb.metafix.opb, 48.0
ParLS-PBO(8 thread), normalized-lo_10x10_005.opb.metafix.opb, 48.0
ParLS-PBO(16 thread), normalized-lo_10x10_005.opb.metafix.opb, 48.0
LS-PBO, normalized-lo_10x10_006.opb.metafix.opb, 40.0
DeciLS-PBO, normalized-lo_10x10_006.opb.metafix.opb, 40.0
PBO-IHS, normalized-lo_10x10_006.opb.metafix.opb, 40.0
Hybrid, normalized-lo_10x10_006.opb.metafix.opb, 40.0
SCIP, normalized-lo_10x10_006.opb.metafix.opb, 40.0
Gurobi(comp 1 thread), normalized-lo_10x10_006.opb.metafix.opb, 40.0
Gurobi(heur 1 thread), normalized-lo_10x10_006.opb.metafix.opb, 40.0
LS-PBO-dynamic, normalized-lo_10x10_006.opb.metafix.opb, 40.0
FiberSCIP, normalized-lo_10x10_006.opb.metafix.opb, 40.0
Gurobi(comp 32 thread), normalized-lo_10x10_006.opb.metafix.opb, 40.0
Gurobi(heur 32 thread), normalized-lo_10x10_006.opb.metafix.opb, 40.0
ParLS-PBO, normalized-lo_10x10_006.opb.metafix.opb, 40.0
V1, normalized-lo_10x10_006.opb.metafix.opb, 40.0
V2, normalized-lo_10x10_006.opb.metafix.opb, 40.0
ParLS-PBO(4 thread), normalized-lo_10x10_006.opb.metafix.opb, 40.0
ParLS-PBO(8 thread), normalized-lo_10x10_006.opb.metafix.opb, 40.0
ParLS-PBO(16 thread), normalized-lo_10x10_006.opb.metafix.opb, 40.0
LS-PBO, normalized-lo_10x10_007.opb.metafix.opb, 47.0
DeciLS-PBO, normalized-lo_10x10_007.opb.metafix.opb, 47.0
PBO-IHS, normalized-lo_10x10_007.opb.metafix.opb, 47.0
Hybrid, normalized-lo_10x10_007.opb.metafix.opb, 47.0
SCIP, normalized-lo_10x10_007.opb.metafix.opb, 47.0
Gurobi(comp 1 thread), normalized-lo_10x10_007.opb.metafix.opb, 47.0
Gurobi(heur 1 thread), normalized-lo_10x10_007.opb.metafix.opb, 47.0
LS-PBO-dynamic, normalized-lo_10x10_007.opb.metafix.opb, 47.0
FiberSCIP, normalized-lo_10x10_007.opb.metafix.opb, 47.0
Gurobi(comp 32 thread), normalized-lo_10x10_007.opb.metafix.opb, 47.0
Gurobi(heur 32 thread), normalized-lo_10x10_007.opb.metafix.opb, 47.0
ParLS-PBO, normalized-lo_10x10_007.opb.metafix.opb, 47.0
V1, normalized-lo_10x10_007.opb.metafix.opb, 47.0
V2, normalized-lo_10x10_007.opb.metafix.opb, 47.0
ParLS-PBO(4 thread), normalized-lo_10x10_007.opb.metafix.opb, 47.0
ParLS-PBO(8 thread), normalized-lo_10x10_007.opb.metafix.opb, 47.0
ParLS-PBO(16 thread), normalized-lo_10x10_007.opb.metafix.opb, 47.0
LS-PBO, normalized-lo_10x10_008.opb.metafix.opb, 50.0
DeciLS-PBO, normalized-lo_10x10_008.opb.metafix.opb, 50.0
PBO-IHS, normalized-lo_10x10_008.opb.metafix.opb, 50.0
Hybrid, normalized-lo_10x10_008.opb.metafix.opb, 50.0
SCIP, normalized-lo_10x10_008.opb.metafix.opb, 50.0
Gurobi(comp 1 thread), normalized-lo_10x10_008.opb.metafix.opb, 50.0
Gurobi(heur 1 thread), normalized-lo_10x10_008.opb.metafix.opb, 50.0
LS-PBO-dynamic, normalized-lo_10x10_008.opb.metafix.opb, 50.0
FiberSCIP, normalized-lo_10x10_008.opb.metafix.opb, 50.0
Gurobi(comp 32 thread), normalized-lo_10x10_008.opb.metafix.opb, 50.0
Gurobi(heur 32 thread), normalized-lo_10x10_008.opb.metafix.opb, 50.0
ParLS-PBO, normalized-lo_10x10_008.opb.metafix.opb, 50.0
V1, normalized-lo_10x10_008.opb.metafix.opb, 50.0
V2, normalized-lo_10x10_008.opb.metafix.opb, 50.0
ParLS-PBO(4 thread), normalized-lo_10x10_008.opb.metafix.opb, 50.0
ParLS-PBO(8 thread), normalized-lo_10x10_008.opb.metafix.opb, 50.0
ParLS-PBO(16 thread), normalized-lo_10x10_008.opb.metafix.opb, 50.0
LS-PBO, normalized-lo_10x10_009.opb.metafix.opb, 53.0
DeciLS-PBO, normalized-lo_10x10_009.opb.metafix.opb, 53.0
PBO-IHS, normalized-lo_10x10_009.opb.metafix.opb, 53.0
Hybrid, normalized-lo_10x10_009.opb.metafix.opb, 53.0
SCIP, normalized-lo_10x10_009.opb.metafix.opb, 53.0
Gurobi(comp 1 thread), normalized-lo_10x10_009.opb.metafix.opb, 53.0
Gurobi(heur 1 thread), normalized-lo_10x10_009.opb.metafix.opb, 53.0
LS-PBO-dynamic, normalized-lo_10x10_009.opb.metafix.opb, 53.0
FiberSCIP, normalized-lo_10x10_009.opb.metafix.opb, 53.0
Gurobi(comp 32 thread), normalized-lo_10x10_009.opb.metafix.opb, 53.0
Gurobi(heur 32 thread), normalized-lo_10x10_009.opb.metafix.opb, 53.0
ParLS-PBO, normalized-lo_10x10_009.opb.metafix.opb, 53.0
V1, normalized-lo_10x10_009.opb.metafix.opb, 53.0
V2, normalized-lo_10x10_009.opb.metafix.opb, 53.0
ParLS-PBO(4 thread), normalized-lo_10x10_009.opb.metafix.opb, 53.0
ParLS-PBO(8 thread), normalized-lo_10x10_009.opb.metafix.opb, 53.0
ParLS-PBO(16 thread), normalized-lo_10x10_009.opb.metafix.opb, 53.0
LS-PBO, normalized-lo_12x12_000.opb.metafix.opb, 66.0
DeciLS-PBO, normalized-lo_12x12_000.opb.metafix.opb, 66.0
PBO-IHS, normalized-lo_12x12_000.opb.metafix.opb, 66.0
Hybrid, normalized-lo_12x12_000.opb.metafix.opb, 66.0
SCIP, normalized-lo_12x12_000.opb.metafix.opb, 66.0
Gurobi(comp 1 thread), normalized-lo_12x12_000.opb.metafix.opb, 66.0
Gurobi(heur 1 thread), normalized-lo_12x12_000.opb.metafix.opb, 66.0
LS-PBO-dynamic, normalized-lo_12x12_000.opb.metafix.opb, 66.0
FiberSCIP, normalized-lo_12x12_000.opb.metafix.opb, 66.0
Gurobi(comp 32 thread), normalized-lo_12x12_000.opb.metafix.opb, 66.0
Gurobi(heur 32 thread), normalized-lo_12x12_000.opb.metafix.opb, 66.0
ParLS-PBO, normalized-lo_12x12_000.opb.metafix.opb, 66.0
V1, normalized-lo_12x12_000.opb.metafix.opb, 66.0
V2, normalized-lo_12x12_000.opb.metafix.opb, 66.0
ParLS-PBO(4 thread), normalized-lo_12x12_000.opb.metafix.opb, 66.0
ParLS-PBO(8 thread), normalized-lo_12x12_000.opb.metafix.opb, 66.0
ParLS-PBO(16 thread), normalized-lo_12x12_000.opb.metafix.opb, 66.0
LS-PBO, normalized-lo_12x12_001.opb.metafix.opb, 70.0
DeciLS-PBO, normalized-lo_12x12_001.opb.metafix.opb, 70.0
PBO-IHS, normalized-lo_12x12_001.opb.metafix.opb, 70.0
Hybrid, normalized-lo_12x12_001.opb.metafix.opb, 70.0
SCIP, normalized-lo_12x12_001.opb.metafix.opb, 70.0
Gurobi(comp 1 thread), normalized-lo_12x12_001.opb.metafix.opb, 70.0
Gurobi(heur 1 thread), normalized-lo_12x12_001.opb.metafix.opb, 70.0
LS-PBO-dynamic, normalized-lo_12x12_001.opb.metafix.opb, 70.0
FiberSCIP, normalized-lo_12x12_001.opb.metafix.opb, 70.0
Gurobi(comp 32 thread), normalized-lo_12x12_001.opb.metafix.opb, 70.0
Gurobi(heur 32 thread), normalized-lo_12x12_001.opb.metafix.opb, 70.0
ParLS-PBO, normalized-lo_12x12_001.opb.metafix.opb, 70.0
V1, normalized-lo_12x12_001.opb.metafix.opb, 70.0
V2, normalized-lo_12x12_001.opb.metafix.opb, 70.0
ParLS-PBO(4 thread), normalized-lo_12x12_001.opb.metafix.opb, 70.0
